machine,arch,encoding,b,predicate,sigma,clustered,n,bytes_read,time_ns,read_gbps,values_per_ns,values_per_cycle,beta_scan,beta_stream,f,count,expected
i9-9980HK,x86_64,bitpack-scalar,8,branchy,0.10000,0,67108864,67108864,9583000.0,7.003,7.003,0.00,14.31,17.58,0.4895,6710886,6710886
i9-9980HK,x86_64,bitpack-scalar,8,branchfree,0.10000,0,67108864,67108864,8715000.0,7.700,7.700,0.00,14.31,17.58,0.5383,6710886,6710886
i9-9980HK,x86_64,fastlanes,8,branchy,0.10000,0,67108864,67108864,18603000.0,3.607,3.607,0.00,14.31,17.58,0.2522,6710886,6710886
i9-9980HK,x86_64,fastlanes,8,branchfree,0.10000,0,67108864,67108864,11890000.0,5.644,5.644,0.00,14.31,17.58,0.3945,6710886,6710886
i9-9980HK,x86_64,bitpack-scalar,8,branchy,0.01000,0,67108864,67108864,9684000.0,6.930,6.930,0.00,14.31,17.58,0.4844,671089,671089
i9-9980HK,x86_64,bitpack-scalar,8,branchfree,0.01000,0,67108864,67108864,8382000.0,8.006,8.006,0.00,14.31,17.58,0.5597,671089,671089
i9-9980HK,x86_64,fastlanes,8,branchy,0.01000,0,67108864,67108864,18556000.0,3.617,3.617,0.00,14.31,17.58,0.2528,671089,671089
i9-9980HK,x86_64,fastlanes,8,branchfree,0.01000,0,67108864,67108864,11697000.0,5.737,5.737,0.00,14.31,17.58,0.4011,671089,671089
i9-9980HK,x86_64,bitpack-scalar,8,branchy,0.00100,0,67108864,67108864,9629000.0,6.969,6.969,0.00,14.31,17.58,0.4872,67109,67109
i9-9980HK,x86_64,bitpack-scalar,8,branchfree,0.00100,0,67108864,67108864,8389000.0,8.000,8.000,0.00,14.31,17.58,0.5592,67109,67109
i9-9980HK,x86_64,fastlanes,8,branchy,0.00100,0,67108864,67108864,18551000.0,3.618,3.618,0.00,14.31,17.58,0.2529,67109,67109
i9-9980HK,x86_64,fastlanes,8,branchfree,0.00100,0,67108864,67108864,11742000.0,5.715,5.715,0.00,14.31,17.58,0.3995,67109,67109
i9-9980HK,x86_64,bitpack-scalar,8,branchy,0.00010,0,67108864,67108864,9526000.0,7.045,7.045,0.00,14.31,17.58,0.4925,6711,6711
i9-9980HK,x86_64,bitpack-scalar,8,branchfree,0.00010,0,67108864,67108864,8362000.0,8.025,8.025,0.00,14.31,17.58,0.5610,6711,6711
i9-9980HK,x86_64,fastlanes,8,branchy,0.00010,0,67108864,67108864,18629000.0,3.602,3.602,0.00,14.31,17.58,0.2518,6711,6711
i9-9980HK,x86_64,fastlanes,8,branchfree,0.00010,0,67108864,67108864,13828000.0,4.853,4.853,0.00,14.31,17.58,0.3393,6711,6711
i9-9980HK,x86_64,bitpack-scalar,9,branchy,1.00000,0,67108864,75497472,261784000.0,0.288,0.256,0.00,14.31,17.58,0.0202,67108864,67108864
i9-9980HK,x86_64,bitpack-scalar,9,branchfree,1.00000,0,67108864,75497472,269089000.0,0.281,0.249,0.00,14.31,17.58,0.0196,67108864,67108864
i9-9980HK,x86_64,fastlanes,9,branchy,1.00000,0,67108864,75497472,20887000.0,3.615,3.213,0.00,14.31,17.58,0.2527,67108864,67108864
i9-9980HK,x86_64,fastlanes,9,branchfree,1.00000,0,67108864,75497472,13398000.0,5.635,5.009,0.00,14.31,17.58,0.3939,67108864,67108864
i9-9980HK,x86_64,bitpack-scalar,9,branchy,0.50000,0,67108864,75497472,267907000.0,0.282,0.250,0.00,14.31,17.58,0.0197,33554432,33554432
i9-9980HK,x86_64,bitpack-scalar,9,branchfree,0.50000,0,67108864,75497472,252051000.0,0.300,0.266,0.00,14.31,17.58,0.0209,33554432,33554432
i9-9980HK,x86_64,fastlanes,9,branchy,0.50000,0,67108864,75497472,20013000.0,3.772,3.353,0.00,14.31,17.58,0.2637,33554432,33554432
i9-9980HK,x86_64,fastlanes,9,branchfree,0.50000,0,67108864,75497472,13451000.0,5.613,4.989,0.00,14.31,17.58,0.3924,33554432,33554432
i9-9980HK,x86_64,bitpack-scalar,9,branchy,0.10000,0,67108864,75497472,253784000.0,0.297,0.264,0.00,14.31,17.58,0.0208,6710886,6710886
i9-9980HK,x86_64,bitpack-scalar,9,branchfree,0.10000,0,67108864,75497472,252365000.0,0.299,0.266,0.00,14.31,17.58,0.0209,6710886,6710886
i9-9980HK,x86_64,fastlanes,9,branchy,0.10000,0,67108864,75497472,20446000.0,3.693,3.282,0.00,14.31,17.58,0.2581,6710886,6710886
i9-9980HK,x86_64,fastlanes,9,branchfree,0.10000,0,67108864,75497472,13444000.0,5.616,4.992,0.00,14.31,17.58,0.3926,6710886,6710886
i9-9980HK,x86_64,bitpack-scalar,9,branchy,0.01000,0,67108864,75497472,255232000.0,0.296,0.263,0.00,14.31,17.58,0.0207,671089,671089
i9-9980HK,x86_64,bitpack-scalar,9,branchfree,0.01000,0,67108864,75497472,250791000.0,0.301,0.268,0.00,14.31,17.58,0.0210,671089,671089
i9-9980HK,x86_64,fastlanes,9,branchy,0.01000,0,67108864,75497472,20771000.0,3.635,3.231,0.00,14.31,17.58,0.2541,671089,671089
i9-9980HK,x86_64,fastlanes,9,branchfree,0.01000,0,67108864,75497472,16102000.0,4.689,4.168,0.00,14.31,17.58,0.3278,671089,671089
i9-9980HK,x86_64,bitpack-scalar,9,branchy,0.00100,0,67108864,75497472,264695000.0,0.285,0.254,0.00,14.31,17.58,0.0199,67109,67109
i9-9980HK,x86_64,bitpack-scalar,9,branchfree,0.00100,0,67108864,75497472,256552000.0,0.294,0.262,0.00,14.31,17.58,0.0206,67109,67109
i9-9980HK,x86_64,fastlanes,9,branchy,0.00100,0,67108864,75497472,20552000.0,3.673,3.265,0.00,14.31,17.58,0.2568,67109,67109
i9-9980HK,x86_64,fastlanes,9,branchfree,0.00100,0,67108864,75497472,13757000.0,5.488,4.878,0.00,14.31,17.58,0.3836,67109,67109
i9-9980HK,x86_64,bitpack-scalar,9,branchy,0.00010,0,67108864,75497472,253288000.0,0.298,0.265,0.00,14.31,17.58,0.0208,6711,6711
i9-9980HK,x86_64,bitpack-scalar,9,branchfree,0.00010,0,67108864,75497472,256122000.0,0.295,0.262,0.00,14.31,17.58,0.0206,6711,6711
i9-9980HK,x86_64,fastlanes,9,branchy,0.00010,0,67108864,75497472,20564000.0,3.671,3.263,0.00,14.31,17.58,0.2566,6711,6711
i9-9980HK,x86_64,fastlanes,9,branchfree,0.00010,0,67108864,75497472,13318000.0,5.669,5.039,0.00,14.31,17.58,0.3963,6711,6711
i9-9980HK,x86_64,bitpack-scalar,12,branchy,1.00000,0,67108864,100663296,255139000.0,0.395,0.263,0.00,14.31,17.58,0.0276,67108864,67108864
i9-9980HK,x86_64,bitpack-scalar,12,branchfree,1.00000,0,67108864,100663296,246507000.0,0.408,0.272,0.00,14.31,17.58,0.0285,67108864,67108864
i9-9980HK,x86_64,fastlanes,12,branchy,1.00000,0,67108864,100663296,22328000.0,4.508,3.006,0.00,14.31,17.58,0.3152,67108864,67108864
i9-9980HK,x86_64,fastlanes,12,branchfree,1.00000,0,67108864,100663296,17317000.0,5.813,3.875,0.00,14.31,17.58,0.4064,67108864,67108864
i9-9980HK,x86_64,bitpack-scalar,12,branchy,0.50000,0,67108864,100663296,263175000.0,0.382,0.255,0.00,14.31,17.58,0.0267,33554432,33554432
i9-9980HK,x86_64,bitpack-scalar,12,branchfree,0.50000,0,67108864,100663296,268663000.0,0.375,0.250,0.00,14.31,17.58,0.0262,33554432,33554432
i9-9980HK,x86_64,fastlanes,12,branchy,0.50000,0,67108864,100663296,22729000.0,4.429,2.953,0.00,14.31,17.58,0.3096,33554432,33554432
i9-9980HK,x86_64,fastlanes,12,branchfree,0.50000,0,67108864,100663296,17768000.0,5.665,3.777,0.00,14.31,17.58,0.3960,33554432,33554432
i9-9980HK,x86_64,bitpack-scalar,12,branchy,0.10000,0,67108864,100663296,270074000.0,0.373,0.248,0.00,14.31,17.58,0.0261,6710886,6710886
i9-9980HK,x86_64,bitpack-scalar,12,branchfree,0.10000,0,67108864,100663296,295832000.0,0.340,0.227,0.00,14.31,17.58,0.0238,6710886,6710886
i9-9980HK,x86_64,fastlanes,12,branchy,0.10000,0,67108864,100663296,23599000.0,4.266,2.844,0.00,14.31,17.58,0.2982,6710886,6710886
i9-9980HK,x86_64,fastlanes,12,branchfree,0.10000,0,67108864,100663296,17717000.0,5.682,3.788,0.00,14.31,17.58,0.3972,6710886,6710886
i9-9980HK,x86_64,bitpack-scalar,12,branchy,0.01000,0,67108864,100663296,260545000.0,0.386,0.258,0.00,14.31,17.58,0.0270,671089,671089
i9-9980HK,x86_64,bitpack-scalar,12,branchfree,0.01000,0,67108864,100663296,283040000.0,0.356,0.237,0.00,14.31,17.58,0.0249,671089,671089
i9-9980HK,x86_64,fastlanes,12,branchy,0.01000,0,67108864,100663296,22188000.0,4.537,3.025,0.00,14.31,17.58,0.3171,671089,671089
i9-9980HK,x86_64,fastlanes,12,branchfree,0.01000,0,67108864,100663296,14980000.0,6.720,4.480,0.00,14.31,17.58,0.4697,671089,671089
i9-9980HK,x86_64,bitpack-scalar,12,branchy,0.00100,0,67108864,100663296,277923000.0,0.362,0.241,0.00,14.31,17.58,0.0253,67109,67109
i9-9980HK,x86_64,bitpack-scalar,12,branchfree,0.00100,0,67108864,100663296,267113000.0,0.377,0.251,0.00,14.31,17.58,0.0263,67109,67109
i9-9980HK,x86_64,fastlanes,12,branchy,0.00100,0,67108864,100663296,21989000.0,4.578,3.052,0.00,14.31,17.58,0.3200,67109,67109
i9-9980HK,x86_64,fastlanes,12,branchfree,0.00100,0,67108864,100663296,16981000.0,5.928,3.952,0.00,14.31,17.58,0.4144,67109,67109
i9-9980HK,x86_64,bitpack-scalar,12,branchy,0.00010,0,67108864,100663296,261842000.0,0.384,0.256,0.00,14.31,17.58,0.0269,6711,6711
i9-9980HK,x86_64,bitpack-scalar,12,branchfree,0.00010,0,67108864,100663296,256322000.0,0.393,0.262,0.00,14.31,17.58,0.0275,6711,6711
i9-9980HK,x86_64,fastlanes,12,branchy,0.00010,0,67108864,100663296,22295000.0,4.515,3.010,0.00,14.31,17.58,0.3156,6711,6711
i9-9980HK,x86_64,fastlanes,12,branchfree,0.00010,0,67108864,100663296,17422000.0,5.778,3.852,0.00,14.31,17.58,0.4039,6711,6711
i9-9980HK,x86_64,bitpack-scalar,16,branchy,1.00000,0,67108864,134217728,12134000.0,11.061,5.531,0.00,14.31,17.58,0.7732,67108864,67108864
i9-9980HK,x86_64,bitpack-scalar,16,branchfree,1.00000,0,67108864,134217728,11294000.0,11.884,5.942,0.00,14.31,17.58,0.8307,67108864,67108864
i9-9980HK,x86_64,fastlanes,16,branchy,1.00000,0,67108864,134217728,17796000.0,7.542,3.771,0.00,14.31,17.58,0.5272,67108864,67108864
i9-9980HK,x86_64,fastlanes,16,branchfree,1.00000,0,67108864,134217728,13020000.0,10.309,5.154,0.00,14.31,17.58,0.7206,67108864,67108864
i9-9980HK,x86_64,bitpack-scalar,16,branchy,0.50000,0,67108864,134217728,11742000.0,11.431,5.715,0.00,14.31,17.58,0.7990,33554432,33554432
i9-9980HK,x86_64,bitpack-scalar,16,branchfree,0.50000,0,67108864,134217728,10954000.0,12.253,6.126,0.00,14.31,17.58,0.8565,33554432,33554432
i9-9980HK,x86_64,fastlanes,16,branchy,0.50000,0,67108864,134217728,18170000.0,7.387,3.693,0.00,14.31,17.58,0.5164,33554432,33554432
i9-9980HK,x86_64,fastlanes,16,branchfree,0.50000,0,67108864,134217728,13001000.0,10.324,5.162,0.00,14.31,17.58,0.7217,33554432,33554432
i9-9980HK,x86_64,bitpack-scalar,16,branchy,0.10000,0,67108864,134217728,11733000.0,11.439,5.720,0.00,14.31,17.58,0.7997,6710886,6710886
i9-9980HK,x86_64,bitpack-scalar,16,branchfree,0.10000,0,67108864,134217728,11320000.0,11.857,5.928,0.00,14.31,17.58,0.8288,6710886,6710886
i9-9980HK,x86_64,fastlanes,16,branchy,0.10000,0,67108864,134217728,18056000.0,7.433,3.717,0.00,14.31,17.58,0.5196,6710886,6710886
i9-9980HK,x86_64,fastlanes,16,branchfree,0.10000,0,67108864,134217728,14090000.0,9.526,4.763,0.00,14.31,17.58,0.6659,6710886,6710886
i9-9980HK,x86_64,bitpack-scalar,16,branchy,0.01000,0,67108864,134217728,12000000.0,11.185,5.592,0.00,14.31,17.58,0.7819,671089,671089
i9-9980HK,x86_64,bitpack-scalar,16,branchfree,0.01000,0,67108864,134217728,11297000.0,11.881,5.940,0.00,14.31,17.58,0.8305,671089,671089
i9-9980HK,x86_64,fastlanes,16,branchy,0.01000,0,67108864,134217728,18163000.0,7.390,3.695,0.00,14.31,17.58,0.5166,671089,671089
i9-9980HK,x86_64,fastlanes,16,branchfree,0.01000,0,67108864,134217728,15134000.0,8.869,4.434,0.00,14.31,17.58,0.6200,671089,671089
i9-9980HK,x86_64,bitpack-scalar,16,branchy,0.00100,0,67108864,134217728,12082000.0,11.109,5.554,0.00,14.31,17.58,0.7766,67109,67109
i9-9980HK,x86_64,bitpack-scalar,16,branchfree,0.00100,0,67108864,134217728,11153000.0,12.034,6.017,0.00,14.31,17.58,0.8412,67109,67109
i9-9980HK,x86_64,fastlanes,16,branchy,0.00100,0,67108864,134217728,17902000.0,7.497,3.749,0.00,14.31,17.58,0.5241,67109,67109
i9-9980HK,x86_64,fastlanes,16,branchfree,0.00100,0,67108864,134217728,13915000.0,9.646,4.823,0.00,14.31,17.58,0.6743,67109,67109
i9-9980HK,x86_64,bitpack-scalar,16,branchy,0.00010,0,67108864,134217728,11886000.0,11.292,5.646,0.00,14.31,17.58,0.7894,6711,6711
i9-9980HK,x86_64,bitpack-scalar,16,branchfree,0.00010,0,67108864,134217728,11625000.0,11.546,5.773,0.00,14.31,17.58,0.8071,6711,6711
i9-9980HK,x86_64,fastlanes,16,branchy,0.00010,0,67108864,134217728,18103000.0,7.414,3.707,0.00,14.31,17.58,0.5183,6711,6711
i9-9980HK,x86_64,fastlanes,16,branchfree,0.00010,0,67108864,134217728,12412000.0,10.814,5.407,0.00,14.31,17.58,0.7559,6711,6711
i9-9980HK,x86_64,bitpack-scalar,17,branchy,1.00000,0,67108864,142606336,275220000.0,0.518,0.244,0.00,14.31,17.58,0.0362,67108864,67108864
i9-9980HK,x86_64,bitpack-scalar,17,branchfree,1.00000,0,67108864,142606336,260318000.0,0.548,0.258,0.00,14.31,17.58,0.0383,67108864,67108864
