machine,arch,encoding,b,predicate,sigma,clustered,n,bytes_read,time_ns,read_gbps,values_per_ns,values_per_cycle,beta_scan,beta_stream,f,count,expected
M4,arm64,fastlanes,17,branchfree,0.01000,0,67108864,142606336,8063000.0,17.687,8.323,0.00,70.15,93.79,0.2521,671089,671089
M4,arm64,bitpack-scalar,17,branchy,0.00100,0,67108864,142606336,32778000.0,4.351,2.047,0.00,70.15,93.79,0.0620,67109,67109
M4,arm64,bitpack-scalar,17,branchfree,0.00100,0,67108864,142606336,32753000.0,4.354,2.049,0.00,70.15,93.79,0.0621,67109,67109
M4,arm64,fastlanes,17,branchy,0.00100,0,67108864,142606336,12615000.0,11.305,5.320,0.00,70.15,93.79,0.1612,67109,67109
M4,arm64,fastlanes,17,branchfree,0.00100,0,67108864,142606336,8062000.0,17.689,8.324,0.00,70.15,93.79,0.2522,67109,67109
M4,arm64,bitpack-scalar,17,branchy,0.00010,0,67108864,142606336,32735000.0,4.356,2.050,0.00,70.15,93.79,0.0621,6711,6711
M4,arm64,bitpack-scalar,17,branchfree,0.00010,0,67108864,142606336,33093000.0,4.309,2.028,0.00,70.15,93.79,0.0614,6711,6711
M4,arm64,fastlanes,17,branchy,0.00010,0,67108864,142606336,12605000.0,11.313,5.324,0.00,70.15,93.79,0.1613,6711,6711
M4,arm64,fastlanes,17,branchfree,0.00010,0,67108864,142606336,8076000.0,17.658,8.310,0.00,70.15,93.79,0.2517,6711,6711
M4,arm64,bitpack-scalar,24,branchy,1.00000,0,67108864,201326592,32658000.0,6.165,2.055,0.00,70.15,93.79,0.0879,67108864,67108864
M4,arm64,bitpack-scalar,24,branchfree,1.00000,0,67108864,201326592,32829000.0,6.133,2.044,0.00,70.15,93.79,0.0874,67108864,67108864
M4,arm64,fastlanes,24,branchy,1.00000,0,67108864,201326592,10823000.0,18.602,6.201,0.00,70.15,93.79,0.2652,67108864,67108864
M4,arm64,fastlanes,24,branchfree,1.00000,0,67108864,201326592,7633000.0,26.376,8.792,0.00,70.15,93.79,0.3760,67108864,67108864
M4,arm64,bitpack-scalar,24,branchy,0.50000,0,67108864,201326592,33343000.0,6.038,2.013,0.00,70.15,93.79,0.0861,33554432,33554432
M4,arm64,bitpack-scalar,24,branchfree,0.50000,0,67108864,201326592,33229000.0,6.059,2.020,0.00,70.15,93.79,0.0864,33554432,33554432
M4,arm64,fastlanes,24,branchy,0.50000,0,67108864,201326592,10858000.0,18.542,6.181,0.00,70.15,93.79,0.2643,33554432,33554432
M4,arm64,fastlanes,24,branchfree,0.50000,0,67108864,201326592,7639000.0,26.355,8.785,0.00,70.15,93.79,0.3757,33554432,33554432
M4,arm64,bitpack-scalar,24,branchy,0.10000,0,67108864,201326592,32823000.0,6.134,2.045,0.00,70.15,93.79,0.0874,6710886,6710886
M4,arm64,bitpack-scalar,24,branchfree,0.10000,0,67108864,201326592,32937000.0,6.112,2.037,0.00,70.15,93.79,0.0871,6710886,6710886
M4,arm64,fastlanes,24,branchy,0.10000,0,67108864,201326592,11050000.0,18.220,6.073,0.00,70.15,93.79,0.2597,6710886,6710886
M4,arm64,fastlanes,24,branchfree,0.10000,0,67108864,201326592,7660000.0,26.283,8.761,0.00,70.15,93.79,0.3747,6710886,6710886
M4,arm64,bitpack-scalar,24,branchy,0.01000,0,67108864,201326592,33095000.0,6.083,2.028,0.00,70.15,93.79,0.0867,671089,671089
M4,arm64,bitpack-scalar,24,branchfree,0.01000,0,67108864,201326592,33058000.0,6.090,2.030,0.00,70.15,93.79,0.0868,671089,671089
M4,arm64,fastlanes,24,branchy,0.01000,0,67108864,201326592,10934000.0,18.413,6.138,0.00,70.15,93.79,0.2625,671089,671089
M4,arm64,fastlanes,24,branchfree,0.01000,0,67108864,201326592,7640000.0,26.352,8.784,0.00,70.15,93.79,0.3757,671089,671089
M4,arm64,bitpack-scalar,24,branchy,0.00100,0,67108864,201326592,32759000.0,6.146,2.049,0.00,70.15,93.79,0.0876,67109,67109
M4,arm64,bitpack-scalar,24,branchfree,0.00100,0,67108864,201326592,32953000.0,6.110,2.037,0.00,70.15,93.79,0.0871,67109,67109
M4,arm64,fastlanes,24,branchy,0.00100,0,67108864,201326592,10939000.0,18.404,6.135,0.00,70.15,93.79,0.2624,67109,67109
M4,arm64,fastlanes,24,branchfree,0.00100,0,67108864,201326592,7654000.0,26.303,8.768,0.00,70.15,93.79,0.3750,67109,67109
M4,arm64,bitpack-scalar,24,branchy,0.00010,0,67108864,201326592,33144000.0,6.074,2.025,0.00,70.15,93.79,0.0866,6711,6711
M4,arm64,bitpack-scalar,24,branchfree,0.00010,0,67108864,201326592,32940000.0,6.112,2.037,0.00,70.15,93.79,0.0871,6711,6711
M4,arm64,fastlanes,24,branchy,0.00010,0,67108864,201326592,10915000.0,18.445,6.148,0.00,70.15,93.79,0.2629,6711,6711
M4,arm64,fastlanes,24,branchfree,0.00010,0,67108864,201326592,7664000.0,26.269,8.756,0.00,70.15,93.79,0.3745,6711,6711
M4,arm64,bitpack-scalar,32,branchy,1.00000,0,67108864,268435456,7119000.0,37.707,9.427,0.00,70.15,93.79,0.5375,67108864,67108864
M4,arm64,bitpack-scalar,32,branchfree,1.00000,0,67108864,268435456,7127000.0,37.665,9.416,0.00,70.15,93.79,0.5369,67108864,67108864
M4,arm64,fastlanes,32,branchy,1.00000,0,67108864,268435456,4502000.0,59.626,14.906,0.00,70.15,93.79,0.8500,67108864,67108864
M4,arm64,fastlanes,32,branchfree,1.00000,0,67108864,268435456,7168000.0,37.449,9.362,0.00,70.15,93.79,0.5339,67108864,67108864
M4,arm64,bitpack-scalar,32,branchy,0.50000,0,67108864,268435456,7091000.0,37.856,9.464,0.00,70.15,93.79,0.5397,33554432,33554432
M4,arm64,bitpack-scalar,32,branchfree,0.50000,0,67108864,268435456,7113000.0,37.739,9.435,0.00,70.15,93.79,0.5380,33554432,33554432
M4,arm64,fastlanes,32,branchy,0.50000,0,67108864,268435456,4492000.0,59.759,14.940,0.00,70.15,93.79,0.8519,33554432,33554432
M4,arm64,fastlanes,32,branchfree,0.50000,0,67108864,268435456,7155000.0,37.517,9.379,0.00,70.15,93.79,0.5348,33554432,33554432
M4,arm64,bitpack-scalar,32,branchy,0.10000,0,67108864,268435456,7153000.0,37.528,9.382,0.00,70.15,93.79,0.5350,6710886,6710886
M4,arm64,bitpack-scalar,32,branchfree,0.10000,0,67108864,268435456,7182000.0,37.376,9.344,0.00,70.15,93.79,0.5328,6710886,6710886
M4,arm64,fastlanes,32,branchy,0.10000,0,67108864,268435456,4532000.0,59.231,14.808,0.00,70.15,93.79,0.8444,6710886,6710886
M4,arm64,fastlanes,32,branchfree,0.10000,0,67108864,268435456,7227000.0,37.143,9.286,0.00,70.15,93.79,0.5295,6710886,6710886
M4,arm64,bitpack-scalar,32,branchy,0.01000,0,67108864,268435456,7053000.0,38.060,9.515,0.00,70.15,93.79,0.5426,671089,671089
M4,arm64,bitpack-scalar,32,branchfree,0.01000,0,67108864,268435456,7091000.0,37.856,9.464,0.00,70.15,93.79,0.5397,671089,671089
M4,arm64,fastlanes,32,branchy,0.01000,0,67108864,268435456,4494000.0,59.732,14.933,0.00,70.15,93.79,0.8515,671089,671089
M4,arm64,fastlanes,32,branchfree,0.01000,0,67108864,268435456,7180000.0,37.387,9.347,0.00,70.15,93.79,0.5330,671089,671089
M4,arm64,bitpack-scalar,32,branchy,0.00100,0,67108864,268435456,7167000.0,37.454,9.364,0.00,70.15,93.79,0.5339,67109,67109
M4,arm64,bitpack-scalar,32,branchfree,0.00100,0,67108864,268435456,7183000.0,37.371,9.343,0.00,70.15,93.79,0.5328,67109,67109
M4,arm64,fastlanes,32,branchy,0.00100,0,67108864,268435456,4543000.0,59.088,14.772,0.00,70.15,93.79,0.8423,67109,67109
M4,arm64,fastlanes,32,branchfree,0.00100,0,67108864,268435456,7229000.0,37.133,9.283,0.00,70.15,93.79,0.5294,67109,67109
M4,arm64,bitpack-scalar,32,branchy,0.00010,0,67108864,268435456,7037000.0,38.146,9.537,0.00,70.15,93.79,0.5438,6711,6711
M4,arm64,bitpack-scalar,32,branchfree,0.00010,0,67108864,268435456,7086000.0,37.883,9.471,0.00,70.15,93.79,0.5400,6711,6711
M4,arm64,fastlanes,32,branchy,0.00010,0,67108864,268435456,4504000.0,59.599,14.900,0.00,70.15,93.79,0.8496,6711,6711
M4,arm64,fastlanes,32,branchfree,0.00010,0,67108864,268435456,7204000.0,37.262,9.316,0.00,70.15,93.79,0.5312,6711,6711
M4,arm64,rle,12,runscan,1.00000,1,67108864,8,0.0,inf,inf,0.00,70.15,93.79,inf,67108864,67108864
M4,arm64,rle,12,runscan,0.50000,1,67108864,262144,9000.0,29.127,7456.540,0.00,70.15,93.79,0.4152,33554432,33554432
M4,arm64,rle,12,runscan,0.10000,1,67108864,262024,8000.0,32.753,8388.608,0.00,70.15,93.79,0.4669,6710886,6710886
M4,arm64,rle,12,runscan,0.01000,1,67108864,262024,9000.0,29.114,7456.540,0.00,70.15,93.79,0.4150,671089,671089
M4,arm64,rle,12,runscan,0.00100,1,67108864,262144,9000.0,29.127,7456.540,0.00,70.15,93.79,0.4152,65536,65536
M4,arm64,rle,12,runscan,0.00010,1,67108864,131072,4000.0,32.768,16777.216,0.00,70.15,93.79,0.4671,0,0
